confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP
0.038	44.393062591552734	0.0856898054480552	0.038	44.393062591552734	0.0853970944881439	0.038	44.29065704345703	0.085324227809906	0.038	44.13793182373047	0.0851788744330406	0.038	44.188724517822266	0.0851426124572753	0.038	44.03669738769531	0.0850701853632927	0.038	43.73576354980469	0.0849978774785995	0.038	43.38983154296875	0.084889642894268	0.038	42.66666793823242	0.0841042920947074
0.039	44.73988342285156	0.0856898054480552	0.039	44.73988342285156	0.0853970944881439	0.039	44.636680603027344	0.085324227809906	0.039	44.482757568359375	0.0851788744330406	0.039	44.5339469909668	0.0851426124572753	0.039	44.38073348999024	0.0850701853632927	0.039	44.077449798583984	0.0849978774785995	0.039	43.72881317138672	0.084889642894268	0.039	43.0	0.0841042920947074
0.04	44.8554916381836	0.0856898054480552	0.04	44.8554916381836	0.0853970944881439	0.04	44.75201797485352	0.085324227809906	0.04	44.59770202636719	0.0851788744330406	0.04	44.64902114868164	0.0851426124572753	0.04	44.49541091918945	0.0850701853632927	0.04	44.19134140014648	0.0849978774785995	0.04	43.8418083190918	0.084889642894268	0.04	43.11111068725586	0.0841042920947074
0.041	44.8554916381836	0.0856898054480552	0.041	44.8554916381836	0.0853970944881439	0.041	44.75201797485352	0.085324227809906	0.041	44.59770202636719	0.0851788744330406	0.041	44.64902114868164	0.0851426124572753	0.041	44.49541091918945	0.0850701853632927	0.041	44.19134140014648	0.0849978774785995	0.041	43.8418083190918	0.084889642894268	0.041	43.11111068725586	0.0841042920947074
0.042	44.971099853515625	0.0856898054480552	0.042	44.971099853515625	0.0853970944881439	0.042	44.86735916137695	0.085324227809906	0.042	44.712646484375	0.0851788744330406	0.042	44.76409530639648	0.0851426124572753	0.042	44.61009216308594	0.0850701853632927	0.042	44.30523681640625	0.0849978774785995	0.042	43.95480346679688	0.084889642894268	0.042	43.22222137451172	0.0841042920947074
0.043	44.971099853515625	0.0856898054480552	0.043	44.971099853515625	0.0853970944881439	0.043	44.86735916137695	0.085324227809906	0.043	44.712646484375	0.0851788744330406	0.043	44.76409530639648	0.0851426124572753	0.043	44.61009216308594	0.0850701853632927	0.043	44.30523681640625	0.0849978774785995	0.043	43.95480346679688	0.084889642894268	0.043	43.22222137451172	0.0841042920947074
0.044	44.971099853515625	0.0856898054480552	0.044	44.971099853515625	0.0853970944881439	0.044	44.86735916137695	0.085324227809906	0.044	44.712646484375	0.0851788744330406	0.044	44.76409530639648	0.0851426124572753	0.044	44.61009216308594	0.0850701853632927	0.044	44.30523681640625	0.0849978774785995	0.044	43.95480346679688	0.084889642894268	0.044	43.22222137451172	0.0841042920947074
0.045	44.971099853515625	0.0856898054480552	0.045	44.971099853515625	0.0853970944881439	0.045	44.86735916137695	0.085324227809906	0.045	44.712646484375	0.0851788744330406	0.045	44.76409530639648	0.0851426124572753	0.045	44.61009216308594	0.0850701853632927	0.045	44.30523681640625	0.0849978774785995	0.045	43.95480346679688	0.084889642894268	0.045	43.22222137451172	0.0841042920947074
0.046	45.20231246948242	0.0856898054480552	0.046	45.20231246948242	0.0853970944881439	0.046	45.09803771972656	0.085324227809906	0.046	44.942527770996094	0.0851788744330406	0.046	44.99424743652344	0.0851426124572753	0.046	44.83945083618164	0.0850701853632927	0.046	44.53302764892578	0.0849978774785995	0.046	44.180789947509766	0.084889642894268	0.046	43.4444465637207	0.0841042920947074
0.047	45.31791687011719	0.0856898054480552	0.047	45.31791687011719	0.0853970944881439	0.047	45.21337890625	0.085324227809906	0.047	45.05747222900391	0.0851788744330406	0.047	45.10932159423828	0.0851426124572753	0.047	44.95412826538086	0.0850701853632927	0.047	44.64692306518555	0.0849978774785995	0.047	44.29378509521485	0.084889642894268	0.047	43.5555534362793	0.0841042920947074
0.048	45.66474151611328	0.0856898054480552	0.048	45.66474151611328	0.0853970944881439	0.048	45.55939865112305	0.085324227809906	0.048	45.40229797363281	0.0851788744330406	0.048	45.45454788208008	0.0851426124572753	0.048	45.29816436767578	0.0850701853632927	0.048	44.98861312866211	0.0849978774785995	0.048	44.63276672363281	0.084889642894268	0.048	43.88888931274414	0.0841042920947074
0.049	45.66474151611328	0.0856898054480552	0.049	45.66474151611328	0.0853970944881439	0.049	45.55939865112305	0.085324227809906	0.049	45.40229797363281	0.0851788744330406	0.049	45.45454788208008	0.0851426124572753	0.049	45.29816436767578	0.0850701853632927	0.049	44.98861312866211	0.0849978774785995	0.049	44.63276672363281	0.084889642894268	0.049	43.88888931274414	0.0841042920947074
0.05	46.12716674804688	0.0856898054480552	0.05	46.12716674804688	0.0853970944881439	0.05	46.02075958251953	0.085324227809906	0.05	45.86206817626953	0.0851788744330406	0.05	45.91484451293945	0.0851426124572753	0.05	45.75687789916992	0.0850701853632927	0.05	45.44419097900391	0.0849978774785995	0.05	45.08474349975586	0.084889642894268	0.05	44.33333206176758	0.0841042920947074
